address,account_type,raw_bfr_wei,Raw BFR,raw_esbfr_wei,Raw esBFR,fsblp_wei,fsBLP Reward,vester1_wei,Vester 1,vester2_wei,Vester 2,staking_wei,Staking,camelot_wei,Camelot,total_wei,Total
0x011E14ef7A817aaC3c77CB9B44560ea7Eba507A2,eoa,529941690402868186,0.529941690402868186,0,0,0,0,0,0,0,0,0,0,0,0,529941690402868186,0.529941690402868186
0x0123536BCb23Ed68979fD2e796428208c285cFe9,eoa,47497030054375726,0.047497030054375726,0,0,0,0,0,0,0,0,0,0,0,0,47497030054375726,0.047497030054375726
0x01238bA1B264777c87Bc8e0d1dA19E923A5E178E,eoa,0,0,11544958569146798499,11.544958569146798499,0,0,0,0,0,0,0,0,0,0,11544958569146798499,11.544958569146798499
0x0125c736158caa4372F899eF523c757342E68de4,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01269c1262064c5AD666b6E1ab0f9bf219F02A0E,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0127C6ec62749722a367C8076fF6f0ee3c6c015c,contract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01280480bF9FD7C5991C7D5B7ef829CE7878A315,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x012D5b56AdC22a885fEfaf1128DC45fEe1a698ca,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x012DB66110d211E5Aa15171b15265384f22Fd1De,eoa,169253420027081811,0.169253420027081811,0,0,0,0,0,0,0,0,0,0,0,0,169253420027081811,0.169253420027081811
0x012E396e40e4CA725Bd9F49126094bd2534cf2F3,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x012e5131e27042Ec9f3b832268c5051D677B8E59,eoa,909392963062,0.000000909392963062,0,0,0,0,0,0,0,0,0,0,0,0,909392963062,0.000000909392963062
0x012E868121DB86b3dAc062F58cdC797c8879Ce7E,eoa,10000745055607331,0.010000745055607331,0,0,30833845441298900,0.0308338454412989,0,0,0,0,14820878712603951086,14.820878712603951086,0,0,14861713303100857317,14.861713303100857317
0x012Ee90231e54c7C4e0ABC0d154b759c2efa7617,eoa,0,0,5399972043522783715,5.399972043522783715,0,0,0,0,0,0,206739563606456,0.000206739563606456,0,0,5400178783086390171,5.400178783086390171
0x012Efd9FeEaa8B7E1EDF4aF9F5fff4b1d9431A7D,eoa,172419528198076478,0.172419528198076478,0,0,0,0,0,0,0,0,0,0,0,0,172419528198076478,0.172419528198076478
0x013040BCc92Ca0bec2670d61f06DA7c36678222A,eoa,0,0,0,0,4836878062105780410,4.83687806210578041,0,0,0,0,78224482497608408121,78.224482497608408121,0,0,83061360559714188531,83.061360559714188531
0x0130d7a66d71723494428Cb74ac09bA457C6167D,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
